"GEO_ID","NAME","B01003_001M","B01003_001E",
"Geography","Geographic Area Name","Margin of Error!!Total","Estimate!!Total",
"1600000US3874020","Souris city, North Dakota","26","47",
"1600000US3874185","South Heart city, North Dakota","61","216",
"1600000US3874660","Spiritwood CDP, North Dakota","27","27",
"1600000US3874740","Spiritwood Lake city, North Dakota","23","77",
"1600000US3874780","Springbrook city, North Dakota","36","43",
"1600000US3875380","Stanley city, North Dakota","258","1758",
"1600000US3875420","Stanton city, North Dakota","85","337",
"1600000US3875580","Starkweather city, North Dakota","68","141",
"1600000US3875780","Steele city, North Dakota","124","661",
"1600000US3876500","Strasburg city, North Dakota","122","512",
"1600000US3876620","Streeter city, North Dakota","33","108",
"1600000US3877180","Surrey city, North Dakota","215","1034",
"1600000US3877260","Sutton CDP, North Dakota","9","8",
"1600000US3877660","Sykeston city, North Dakota","27","68",
"1600000US3877980","Tappen city, North Dakota","73","256",
"1600000US3878180","Taylor city, North Dakota","80","197",
"1600000US3878660","Thompson city, North Dakota","92","848",
"1600000US3878940","Tioga city, North Dakota","220","1222",
"1600000US3879140","Tolley city, North Dakota","38","62",
"1600000US3879180","Tolna city, North Dakota","62","223",
"1600000US3879340","Tower City city, North Dakota","50","275",
"1600000US3879420","Towner city, North Dakota","85","571",
"1600000US3879940","Turtle Lake city, North Dakota","88","498",
"1600000US3880140","Tuttle city, North Dakota","23","77",
"1600000US3880660","Underwood city, North Dakota","153","751",
"1600000US3880860","Upham city, North Dakota","57","156",
"1600000US3881180","Valley City city, North Dakota","16","6558",
"1600000US3881620","Velva city, North Dakota","127","1038",
"1600000US3881700","Venturia city, North Dakota","5","3",
"1600000US3881900","Verona city, North Dakota","25","57",
"1600000US3882380","Voltaire city, North Dakota","20","32",
"1600000US3882660","Wahpeton city, North Dakota","16","7853",
"1600000US3882780","Walcott city, North Dakota","90","257",
"1600000US3882940","Wales city, North Dakota","19","21",
"1600000US3882980","Walhalla city, North Dakota","138","1088",
"1600000US3883580","Warwick city, North Dakota","63","125",
"1600000US3883700","Washburn city, North Dakota","129","1318",
"1600000US3883860","Watford City city, North Dakota","178","1746",
"1600000US3884780","West Fargo city, North Dakota","33","23868",
"1600000US3885020","Westhope city, North Dakota","93","479",
"1600000US3885180","Wheatland CDP, North Dakota","93","113",
"1600000US3885540","White Earth city, North Dakota","35","57",
"1600000US3885660","White Shield CDP, North Dakota","98","368",
"1600000US3886020","Wildrose city, North Dakota","36","75",
"1600000US3886220","Williston city, North Dakota","23","13852",
"1600000US3886380","Willow City city, North Dakota","64","219",
"1600000US3886580","Wilton city, North Dakota","182","748",
"1600000US3886620","Wimbledon city, North Dakota","69","212",
"1600000US3886780","Wing city, North Dakota","55","196",
"1600000US3887020","Wishek city, North Dakota","112","1013",
"1600000US3887180","Wolford city, North Dakota","55","72",
"1600000US3887580","Woodworth city, North Dakota","25","50",
"1600000US3887740","Wyndmere city, North Dakota","82","482",
"1600000US3887860","York city, North Dakota","45","47",
"1600000US3888020","Ypsilanti CDP, North Dakota","51","84",
"1600000US3888140","Zap city, North Dakota","73","239",
"1600000US3888180","Zeeland city, North Dakota","20","51",
"1600000US3900142","Aberdeen village, Ohio","201","1644",
"1600000US3900198","Ada village, Ohio","341","6028",
"1600000US3900380","Adamsville village, Ohio","57","116",
"1600000US3900436","Addyston village, Ohio","149","711",
"1600000US3900450","Adelphi village, Ohio","88","238",
"1600000US3900464","Adena village, Ohio","202","841",
"1600000US3901000","Akron city, Ohio","92","202814",
"1600000US3901042","Albany village, Ohio","194","785",
"1600000US3901154","Alexandria village, Ohio","72","240",
"1600000US3901210","Alger village, Ohio","214","811",
"1600000US3901420","Alliance city, Ohio","75","22545",
"1600000US3901588","Alvordton CDP, Ohio","71","167",
"1600000US3901630","Amanda village, Ohio","174","670",
"1600000US3901672","Amberley village, Ohio","23","3541",
"1600000US3901742","Amelia village, Ohio","400","4786",
"1600000US3901784","Amesville village, Ohio","94","156",
"1600000US3901798","Amherst city, Ohio","19","12031",
"1600000US3901938","Amsterdam village, Ohio","175","638",
"1600000US3902022","Andersonville CDP, Ohio","197","738",
"1600000US3902050","Andover village, Ohio","269","1151",
"1600000US3902092","Anna village, Ohio","183","1336",
"1600000US3902120","Ansonia village, Ohio","165","952",
"1600000US3902148","Antioch village, Ohio","134","217",
"1600000US3902204","Antwerp village, Ohio","190","1689",
"1600000US3902232","Apple Creek village, Ohio","231","1251",
"1600000US3902266","Apple Valley CDP, Ohio","438","4896",
"1600000US3902274","Aquilla village, Ohio","90","366",
"1600000US3902316","Arcadia village, Ohio","150","583",
"1600000US3902330","Arcanum village, Ohio","202","2400",
"1600000US3902344","Archbold village, Ohio","209","4191",
"1600000US3902400","Arlington village, Ohio","213","1689",
"1600000US3902428","Arlington Heights village, Ohio","140","777",
"1600000US3902568","Ashland city, Ohio","28","20648",
"1600000US3902582","Ashley village, Ohio","270","1376",
"1600000US3902638","Ashtabula city, Ohio","47","19508",
"1600000US3902680","Ashville village, Ohio","32","3960",
"1600000US3902722","Athalia village, Ohio","97","326",
"1600000US3902736","Athens city, Ohio","177","23484",
"1600000US3902820","Attica village, Ohio","196","1074",
"1600000US3902848","Atwater CDP, Ohio","196","616",
"1600000US3903086","Aurora city, Ohio","21","15196",
"1600000US3903142","Austinburg CDP, Ohio","658","807",
"1600000US3903184","Austintown CDP, Ohio","585","30240",
"1600000US3903352","Avon city, Ohio","29","19514",
"1600000US3903464","Avon Lake city, Ohio","26","21882",
"1600000US3903562","Bailey Lakes village, Ohio","80","379",
"1600000US3903585","Bainbridge CDP, Ohio","400","3378",
"1600000US3903604","Bainbridge village, Ohio","230","849",
"1600000US3903646","Bairdstown village, Ohio","52","184",
"1600000US3903716","Ballville CDP, Ohio","206","3174",
"1600000US3903744","Baltic village, Ohio","105","518",
"1600000US3903758","Baltimore village, Ohio","37","2984",
"1600000US3903786","Bannock CDP, Ohio","112","208",
"1600000US3903828","Barberton city, Ohio","32","26842",
"1600000US3903926","Barnesville village, Ohio","346","4532",
"1600000US3903940","Barnhill village, Ohio","141","510",
"1600000US3904094","Bascom CDP, Ohio","132","282",
"1600000US3904150","Batavia village, Ohio","193","1464",
"1600000US3904192","Batesville village, Ohio","67","97",
"1600000US3904402","Bay View village, Ohio","109","630",
"1600000US3904416","Bay Village city, Ohio","18","15647",
"1600000US3904458","Beach City village, Ohio","262","1108",
"1600000US3904500","Beachwood city, Ohio","41","11932",
"1600000US3904542","Beallsville village, Ohio","133","478",
"1600000US3904696","Beaver village, Ohio","166","460",
"1600000US3904720","Beavercreek city, Ohio","37","44064",
"1600000US3904752","Beaverdam village, Ohio","94","430",
"1600000US3904840","Beckett Ridge CDP, Ohio","527","8911",
"1600000US3904878","Bedford city, Ohio","30","13201",
"1600000US3904920","Bedford Heights city, Ohio","42","10796",
"1600000US3905013","Beechwood Trails CDP, Ohio","307","3262",
"1600000US3905074","Bellaire village, Ohio","17","4378",
"1600000US3905102","Bellbrook city, Ohio","24","6989",
"1600000US3905116","Belle Center village, Ohio","198","847",
"1600000US3905130","Bellefontaine city, Ohio","373","13123",
"1600000US3905158","Belle Valley village, Ohio","166","358",
"1600000US3905228","Bellevue city, Ohio","56","8282",
"1600000US3905284","Bellville village, Ohio","485","2043",
"1600000US3905312","Belmont village, Ohio","121","498",
"1600000US3905396","Belmore village, Ohio","73","120",
"1600000US3905410","Beloit village, Ohio","233","1241",
"1600000US3905424","Belpre city, Ohio","23","6485",
"1600000US3905550","Bentleyville village, Ohio","137","1058",
"1600000US3905662","Benton Ridge village, Ohio","150","348",
"1600000US3905676","Bentonville CDP, Ohio","24","22",
"1600000US3905690","Berea city, Ohio","27","18981",
"1600000US3905718","Bergholz village, Ohio","158","664",
"1600000US3905732","Berkey village, Ohio","81","264",
"1600000US3905816","Berlin CDP, Ohio","342","942",
"1600000US3905900","Berlin Heights village, Ohio","172","706",
"1600000US3906068","Bethel village, Ohio","19","2727",
"1600000US3906138","Bethesda village, Ohio","194","1387",
"1600000US3906194","Bettsville village, Ohio","127","494",
"1600000US3906208","Beulah Beach CDP, Ohio","29","35",
"1600000US3906222","Beverly village, Ohio","285","1465",
"1600000US3906278","Bexley city, Ohio","22","13020",
"1600000US3906670","Blacklick Estates CDP, Ohio","536","8704",
"1600000US3906740","Bladensburg CDP, Ohio","78","170",
"1600000US3906810","Blakeslee village, Ohio","31","66",
"1600000US3906908","Blanchester village, Ohio","382","4313",
"1600000US3907062","Bloomdale village, Ohio","159","742",
"1600000US3907188","Bloomingburg village, Ohio","233","976",
"1600000US3907202","Bloomingdale village, Ohio","67","133",
"1600000US3907286","Bloomville village, Ohio","184","1123",
"1600000US3907300","Blue Ash city, Ohio","43","12059",
"1600000US3907377","Blue Jay CDP, Ohio","385","1199",
"1600000US3907426","Bluffton village, Ohio","260","4131",
"1600000US3907454","Boardman CDP, Ohio","358","35404",
"1600000US3907583","Bolindale CDP, Ohio","520","2870",
"1600000US3907594","Bolivar village, Ohio","282","1206",
"1600000US3907790","Boston Heights village, Ohio","175","1340",
"1600000US3907832","Botkins village, Ohio","168","1306",
"1600000US3907888","Bourneville CDP, Ohio","81","170",
"1600000US3907916","Bowerston village, Ohio","185","463",
"1600000US3907930","Bowersville village, Ohio","119","339",
"1600000US3907972","Bowling Green city, Ohio","65","30211",
"1600000US3908084","Bradford village, Ohio","205","1869",
"1600000US3908112","Bradner village, Ohio","234","1234",
"1600000US3908168","Brady Lake village, Ohio","101","515",
"1600000US3908336","Bratenahl village, Ohio","140","1369",
"1600000US3908364","Brecksville city, Ohio","24","13550",
"1600000US3908378","Brecon CDP, Ohio","229","245",
"1600000US3908392","Bremen village, Ohio","209","1437",
"1600000US3908504","Brewster village, Ohio","494","2314",
"1600000US3908532","Brice village, Ohio","72","111",
"1600000US3908560","Bridgeport village, Ohio","343","2149",
"1600000US3908602","Bridgetown CDP, Ohio","532","14339",
"1600000US3908812","Brilliant CDP, Ohio","268","1738",
"1600000US3908826","Brimfield CDP, Ohio","338","3318",
"1600000US3909064","Broadview Heights city, Ohio","26","18674",
"1600000US3909200","Brookfield Center CDP, Ohio","276","1472",
"1600000US3909246","Brooklyn city, Ohio","61","11156",
"1600000US3909274","Brooklyn Heights village, Ohio","124","1494",
"1600000US3909288","Brook Park city, Ohio","31","19472",
"1600000US3909316","Brookside village, Ohio","152","795",
"1600000US3909358","Brookville city, Ohio","249","5675",
"1600000US3909386","Broughton village, Ohio","45","137",
"1600000US3909596","Brownsville CDP, Ohio","264","236",
"1600000US3909680","Brunswick city, Ohio","32","34406",
"1600000US3909792","Bryan city, Ohio","34","8621",
"1600000US3909834","Buchtel village, Ohio","179","600",
"1600000US3909890","Buckeye Lake village, Ohio","22","2798",
"1600000US3909974","Buckland village, Ohio","63","234",
"1600000US3910030","Bucyrus city, Ohio","22","12506",
"1600000US3910128","Buffalo CDP, Ohio","213","385",
"1600000US3910156","Buford CDP, Ohio","249","279",
"1600000US3910254","Burbank village, Ohio","49","163",
"1600000US3910282","Burgoon village, Ohio","62","188",
"1600000US3910296","Burkettsville village, Ohio","79","228",
"1600000US3910352","Burlington CDP, Ohio","469","2516",
"1600000US3910436","Burton village, Ohio","229","1335",
"1600000US3910632","Butler village, Ohio","191","1029",
"1600000US3910674","Butlerville village, Ohio","92","220",
"1600000US3910716","Byesville village, Ohio","330","2315",
"1600000US3910800","Cadiz village, Ohio","135","3336",
"1600000US3910884","Cairo village, Ohio","89","340",
"1600000US3910926","Calcutta CDP, Ohio","358","4279",
"1600000US3910940","Caldwell village, Ohio","313","1400",
"1600000US3910954","Caledonia village, Ohio","189","642",
"1600000US3910996","Cambridge city, Ohio","35","10831",
"1600000US3911024","Camden village, Ohio","295","1917",
"1600000US3911066","Campbell city, Ohio","23","8444",
"1600000US3911150","Camp Dennison CDP, Ohio","155","469",
"1600000US3911304","Canal Fulton city, Ohio","25","5428",
"1600000US3911318","Canal Lewisville CDP, Ohio","107","346",
"1600000US3911332","Canal Winchester village, Ohio","258","6784",
"1600000US3911334","Candlewood Lake CDP, Ohio","252","933",
"1600000US3911360","Canfield city, Ohio","33","7493",
"1600000US3912000","Canton city, Ohio","64","74451",
"1600000US3912056","Carbon Hill CDP, Ohio","119","0",
"1600000US3912084","Cardington village, Ohio","220","2170",
"1600000US3912112","Carey village, Ohio","300","3826",
"1600000US3912168","Carlisle city, Ohio","68","4940",
"1600000US3912252","Carroll village, Ohio","119","497",
"1600000US3912280","Carrollton village, Ohio","330","3397",
"1600000US3912462","Casstown village, Ohio","68","273",
"1600000US3912476","Castalia village, Ohio","157","862",
"1600000US3912504","Castine village, Ohio","68","151",
"1600000US3912560","Catawba village, Ohio","115","350",
"1600000US3912700","Cecil village, Ohio","37","102",
"1600000US3912784","Cedarville village, Ohio","276","4086",
"1600000US3912854","Celeryville CDP, Ohio","80","133",
"1600000US3912868","Celina city, Ohio","36","10424",
"1600000US3913036","Centerburg village, Ohio","271","1561",
"1600000US3913169","Centerville village, Ohio","70","153",
"1600000US3913190","Centerville city, Ohio","37","23838",
"1600000US3913358","Chagrin Falls village, Ohio","102","4088",
"1600000US3913484","Champion Heights CDP, Ohio","307","6646",
"1600000US3913554","Chardon city, Ohio","22","5182",
"1600000US3913694","Chatfield village, Ohio","88","177",
"1600000US3913778","Chauncey village, Ohio","277","1071",
"1600000US3913834","Cherry Fork village, Ohio","83","135",
"1600000US3913848","Cherry Grove CDP, Ohio","386","4550",
"1600000US3913904","Chesapeake village, Ohio","232","968",
"1600000US3913932","Cheshire village, Ohio","59","141",
"1600000US3914086","Chesterhill village, Ohio","77","250",
"1600000US3914100","Chesterland CDP, Ohio","313","2420",
"1600000US3914114","Chesterville village, Ohio","64","120",
"1600000US3914128","Cheviot city, Ohio","20","8413",
"1600000US3914156","Chickasaw village, Ohio","86","280",
"1600000US3914184","Chillicothe city, Ohio","37","21996",
"1600000US3914226","Chilo village, Ohio","71","112",
"1600000US3914254","Chippewa Lake village, Ohio","157","742",
"1600000US3914280","Chippewa Park CDP, Ohio","179","862",
"1600000US3914288","Choctaw Lake CDP, Ohio","201","1558",
"1600000US3914296","Christiansburg village, Ohio","138","455",
"1600000US3914324","Churchill CDP, Ohio","423","2644",
"1600000US3915000","Cincinnati city, Ohio","52","300165",
"1600000US3915008","Cinnamon Lake CDP, Ohio","313","908",
"1600000US3915070","Circleville city, Ohio","27","13358",
"1600000US3915210","Clarington village, Ohio","115","436",
"1600000US3915336","Clarksburg village, Ohio","151","440",
"1600000US3915406","Clarksville village, Ohio","159","611",
"1600000US3915434","Clarktown CDP, Ohio","220","888",
"1600000US3915588","Clay Center village, Ohio","91","283",
"1600000US3915644","Clayton city, Ohio","56","13232",
"1600000US3916000","Cleveland city, Ohio","100","409221",
"1600000US3916014","Cleveland Heights city, Ohio","37","46797",
"1600000US3916028","Cleves village, Ohio","18","3115",
"1600000US3916056","Clifton village, Ohio","116","232",
"1600000US3916182","Clinton village, Ohio","118","1113",
"1600000US3916266","Cloverdale village, Ohio","96","201",
"1600000US3916308","Clyde city, Ohio","25","6275",
"1600000US3916378","Coal Grove village, Ohio","235","2094",
"1600000US3916434","Coalton village, Ohio","169","440",
"1600000US3916521","Coldstream CDP, Ohio","156","1336",
"1600000US3916532","Coldwater village, Ohio","337","4172",
"1600000US3916700","College Corner village, Ohio","96","363",
"1600000US3916784","Collins CDP, Ohio","196","523",
"1600000US3917036","Columbiana city, Ohio","166","6369",
"1600000US3918000","Columbus city, Ohio","144","770407",
"1600000US3918014","Columbus Grove village, Ohio","202","2016",
"1600000US3918070","Commercial Point village, Ohio","245","1197",
"1600000US3918244","Concorde Hills CDP, Ohio","235","491",
"1600000US3918266","Conesville village, Ohio","84","318",
"1600000US3918308","Congress village, Ohio","83","171",
"1600000US3918350","Conneaut city, Ohio","28","12798",
"1600000US3918504","Continental village, Ohio","185","805",
"1600000US3918546","Convoy village, Ohio","188","1136",
"1600000US3918588","Coolville village, Ohio","172","625",
"1600000US3918770","Corning village, Ohio","198","704",
"1600000US3918812","Cortland city, Ohio","33","7028",
"1600000US3918840","Corwin village, Ohio","129","527",
"1600000US3918868","Coshocton city, Ohio","29","11351",
"1600000US3919008","Covedale CDP, Ohio","572","6616",
"1600000US3919050","Covington village, Ohio","20","2605",
"1600000US3919106","Craig Beach village, Ohio","154","1118",
"1600000US3919330","Crestline city, Ohio","22","4688",
"1600000US3919344","Creston village, Ohio","215","2255",
"1600000US3919400","Cridersville village, Ohio","213","1871",
"1600000US3919456","Crooksville village, Ohio","22","2543",
"1600000US3919554","Crown City village, Ohio","100","412",
"1600000US3919596","Crystal Lakes CDP, Ohio","333","1219",
"1600000US3919615","Crystal Rock CDP, Ohio","55","71",
"1600000US3919694","Cumberland village, Ohio","127","412",
"1600000US3919736","Curtice CDP, Ohio","190","1314",
"1600000US3919750","Custar village, Ohio","56","179",
"1600000US3919778","Cuyahoga Falls city, Ohio","36","49710",
"1600000US3919806","Cuyahoga Heights village, Ohio","117","547",
"1600000US3919820","Cygnet village, Ohio","130","607",
"1600000US3919848","Cynthiana CDP, Ohio","66","56",
"1600000US3919974","Dalton village, Ohio","257","1928",
"1600000US3920030","Damascus CDP, Ohio","182","248",
"1600000US3920114","Danville village, Ohio","195","1171",
"1600000US3920198","Darbydale CDP, Ohio","229","571",
"1600000US3920212","Darbyville village, Ohio","74","210",
"1600000US3920268","Darrtown CDP, Ohio","242","754",
"1600000US3920366","Day Heights CDP, Ohio","655","2718",
"1600000US3921000","Dayton city, Ohio","125","145609",
"1600000US3921266","Deer Park city, Ohio","23","5738",
"1600000US3921294","Deersville village, Ohio","50","114",
"1600000US3921308","Defiance city, Ohio","511","16575",
"1600000US3921378","De Graff village, Ohio","220","1154",
"1600000US3921434","Delaware city, Ohio","117","33672",
"1600000US3921518","Delhi Hills CDP, Ohio","335","5021",
"1600000US3921560","Dellroy village, Ohio","103","298",
"1600000US3921602","Delphos city, Ohio","153","7151",
"1600000US3921610","Delshire CDP, Ohio","312","3192",
"1600000US3921616","Delta village, Ohio","264","2980",
"1600000US3921714","Dennison village, Ohio","252","3205",
"1600000US3921742","Dent CDP, Ohio","594","9793",
"1600000US3921784","Derby CDP, Ohio","283","424",
"1600000US3921812","Deshler village, Ohio","164","1637",
"1600000US3921868","Devola CDP, Ohio","275","2600",
"1600000US3921910","Dexter City village, Ohio","60","128",
"1600000US3922008","Dillonvale CDP, Ohio","389","3514",
"1600000US3922022","Dillonvale village, Ohio","145","781",
"1600000US3922260","Dola CDP, Ohio","66","77",
"1600000US3922288","Donnelsville village, Ohio","89","233",
"1600000US3922456","Dover city, Ohio","71","12776",
"1600000US3922568","Doylestown village, Ohio","23","3026",
"1600000US3922610","Dresden village, Ohio","249","1564",
"1600000US3922624","Drexel CDP, Ohio","363","2161",
"1600000US3922660","Dry Ridge CDP, Ohio","445","3144",
"1600000US3922674","Dry Run CDP, Ohio","332","6538",
"1600000US3922694","Dublin city, Ohio","242","39245",
"1600000US3922820","Duncan Falls CDP, Ohio","180","855",
"1600000US3922848","Dundee CDP, Ohio","317","402",
"1600000US3922946","Dunkirk village, Ohio","139","916",
"1600000US3922960","Dunlap CDP, Ohio","322","1942",
"1600000US3922974","Dupont village, Ohio","67","166",
"1600000US3923324","East Canton village, Ohio","213","1573",
"1600000US3923380","East Cleveland city, Ohio","26","19426",
"1600000US3923534","East Fultonham CDP, Ohio","145","157",
"1600000US3923618","Eastlake city, Ohio","50","18879",
"1600000US3923702","East Liberty CDP, Ohio","176","321",
"1600000US3923730","East Liverpool city, Ohio","35","11535",
"1600000US3923940","East Palestine city, Ohio","23","4766",
"1600000US3924024","East Rochester CDP, Ohio","268","300",
"1600000US3924052","East Sparta village, Ohio","160","845",
"1600000US3924234","Eaton city, Ohio","29","8418",
"1600000US3924262","Eaton Estates CDP, Ohio","199","975",
"1600000US3924486","Edgerton village, Ohio","191","2040",
"1600000US3924542","Edgewood CDP, Ohio","270","4384",
"1600000US3924598","Edison village, Ohio","149","466",
"1600000US3924640","Edon village, Ohio","213","1133",
"1600000US3924766","Eldorado village, Ohio","147","514",
"1600000US3924794","Elgin village, Ohio","22","23",
"1600000US3924808","Elida village, Ohio","282","2148",
"1600000US3924850","Elizabethtown CDP, Ohio","174","365",
"1600000US3925144","Elmore village, Ohio","209","1498",
"1600000US3925186","Elmwood Place village, Ohio","255","2012",
"1600000US3925256","Elyria city, Ohio","43","55003",
"1600000US3925368","Empire village, Ohio","71","212",
"1600000US3925396","Englewood city, Ohio","21","13205",
"1600000US3925452","Enon village, Ohio","289","2557",
"1600000US3925676","Etna CDP, Ohio","231","987",
"1600000US3925704","Euclid city, Ohio","37","49338",
"1600000US3925802","Evendale village, Ohio","21","2809",
"1600000US3925914","Fairborn city, Ohio","177","32156",
"1600000US3925942","Fairfax village, Ohio","121","1766",
"1600000US3925970","Fairfield city, Ohio","32","42634",
"1600000US3926110","Fairfield Beach CDP, Ohio","193","1380",
"1600000US3926166","Fairlawn city, Ohio","25","7469",
"1600000US3926306","Fairport Harbor village, Ohio","17","3123",
"1600000US3926348","Fairview village, Ohio","30","61",
"1600000US3926446","Fairview Park city, Ohio","27","16894",
"1600000US3926656","Farmersville village, Ohio","262","1162",
"1600000US3926768","Fayette village, Ohio","191","1367",
"1600000US3926796","Fayetteville village, Ohio","89","292",
"1600000US3926880","Felicity village, Ohio","270","742",
"1600000US3927048","Findlay city, Ohio","35","41189",
"1600000US3927104","Finneytown CDP, Ohio","640","13023",
"1600000US3927303","Five Points CDP, Ohio","380","1930",
"1600000US3927356","Flat Rock CDP, Ohio","89","139",
"1600000US3927412","Fletcher village, Ohio","109","509",
"1600000US3927538","Florida village, Ohio","140","450",
"1600000US3927552","Flushing village, Ohio","141","887",
"1600000US3927636","Forest village, Ohio","222","1529",
"1600000US3927706","Forest Park city, Ohio","36","18642",
"1600000US3927776","Forestville CDP, Ohio","466","10856",
"1600000US3927818","Fort Jennings village, Ohio","95","525",
"1600000US3927832","Fort Loramie village, Ohio","181","1576",
"1600000US3927902","Fort Recovery village, Ohio","176","1129",
"1600000US3927930","Fort Seneca CDP, Ohio","121","419",
"1600000US3927944","Fort Shawnee village, Ohio","18","3759",
"1600000US3928014","Fostoria city, Ohio","359","13041",
"1600000US3928058","Four Bridges CDP, Ohio","253","2337",
"1600000US3928182","Frankfort village, Ohio","205","1098",
"1600000US3928476","Franklin city, Ohio","32","11962",
"1600000US3928532","Franklin Furnace CDP, Ohio","255","1678",
"1600000US3928574","Frazeysburg village, Ohio","303","1620",
"1600000US3928616","Fredericksburg village, Ohio","120","426",
"1600000US3928658","Fredericktown village, Ohio","348","2496",
"1600000US3928798","Freeport village, Ohio","121","465",
"1600000US3928826","Fremont city, Ohio","28","16959",
"1600000US3928882","Fresno CDP, Ohio","100","117",
"1600000US3928896","Friendship CDP, Ohio","140","323",
"1600000US3928966","Fruit Hill CDP, Ohio","434","3920",
"1600000US3929050","Fulton village, Ohio","114","275",
"1600000US3929064","Fultonham village, Ohio","28","42",
"1600000US3929106","Gahanna city, Ohio","616","32590",
"1600000US3929148","Galena village, Ohio","192","701",
"1600000US3929162","Galion city, Ohio","23","10679",
"1600000US3929204","Gallipolis village, Ohio","283","3560",
"1600000US3929246","Gambier village, Ohio","295","2200",
"1600000US3929288","Gann village, Ohio","58","111",
"1600000US3929428","Garfield Heights city, Ohio","61","29058",
"1600000US3929442","Garrettsville village, Ohio","270","2660",
"1600000US3929498","Gates Mills village, Ohio","185","2171",
"1600000US3929610","Geneva city, Ohio","25","6291",
"1600000US3929652","Geneva-on-the-Lake village, Ohio","298","1393",
"1600000US3929722","Genoa village, Ohio","269","2641",
"1600000US3929778","Georgetown village, Ohio","372","4182",
"1600000US3929932","Germantown village, Ohio","25","5429",
"1600000US3929974","Gettysburg village, Ohio","117","525",
"1600000US3930072","Gibsonburg village, Ohio","220","2629",
"1600000US3930114","Gilboa village, Ohio","41","140",
"1600000US3930198","Girard city, Ohio","161","10258",
"1600000US3930282","Glandorf village, Ohio","167","999",
"1600000US3930352","Glencoe CDP, Ohio","100","86",
"1600000US3930380","Glendale village, Ohio","190","2314",
"1600000US3930436","Glenford village, Ohio","95","254",
"1600000US3930506","Glenmont village, Ohio","74","237",
"1600000US3930520","Glenmoor CDP, Ohio","286","1706",
"1600000US3930632","Glenwillow village, Ohio","286","851",
"1600000US3930660","Gloria Glens Park village, Ohio","134","503",
"1600000US3930674","Glouster village, Ohio","305","1641",
"1600000US3930702","Gnadenhutten village, Ohio","291","1644",
"1600000US3930786","Golf Manor village, Ohio","14","3648",
"1600000US3930828","Good Hope CDP, Ohio","115","184",
"1600000US3930912","Gordon village, Ohio","40","148",
"1600000US3931150","Grafton village, Ohio","23","6515",
"1600000US3931206","Grand Rapids village, Ohio","195","1049",
"1600000US3931234","Grand River village, Ohio","132","351",
"1600000US3931262","Grandview CDP, Ohio","370","1529",
"1600000US3931304","Grandview Heights city, Ohio","24","6548",
"1600000US3931402","Granville village, Ohio","43","5593",
"1600000US3931434","Granville South CDP, Ohio","279","1598",
"1600000US3931458","Gratiot village, Ohio","87","287",
"1600000US3931472","Gratis village, Ohio","215","1002",
"1600000US3931542","Graysville village, Ohio","33","74",
"1600000US3931860","Green city, Ohio","34","25224",
"1600000US3931948","Green Camp village, Ohio","86","294",
"1600000US3932088","Greenfield city, Ohio","311","4633",
"1600000US3932158","Greenhills village, Ohio","32","3671",
"1600000US3932207","Green Meadows CDP, Ohio","222","2365",
"1600000US3932256","Green Springs village, Ohio","280","1477",
"1600000US3932298","Greentown CDP, Ohio","420","3212",
"1600000US3932340","Greenville city, Ohio","22","13267",
"1600000US3932368","Greenwich village, Ohio","168","1350",
"1600000US3932536","Groesbeck CDP, Ohio","496","6778",
"1600000US3932592","Grove City city, Ohio","37","33947",
"1600000US3932606","Groveport village, Ohio","23","5079",
"1600000US3932620","Grover Hill village, Ohio","97","433",
"1600000US3932956","Hamden village, Ohio","230","988",
"1600000US3932984","Hamersville village, Ohio","153","403",
"1600000US3933012","Hamilton city, Ohio","38","62466",
"1600000US3933096","Hamler village, Ohio","150","564",
"1600000US3933194","Hanging Rock village, Ohio","75","173",
"1600000US3933222","Hannibal CDP, Ohio","198","490",
"1600000US3933292","Hanover village, Ohio","206","883",
"1600000US3933306","Hanoverton village, Ohio","89","412",
"1600000US3933362","Harbor Hills CDP, Ohio","380","1611",
"1600000US3933376","Harbor View village, Ohio","102","151",
"1600000US3933656","Harpster village, Ohio","84","229",
"1600000US3933740","Harrisburg village, Ohio","84","275",
"1600000US3933838","Harrison city, Ohio","57","9394",
"1600000US3934090","Harrisville village, Ohio","146","373",
"1600000US3934118","Harrod village, Ohio","164","580",
"1600000US3934202","Hartford village, Ohio","289","591",
"1600000US3934328","Hartville village, Ohio","25","2866",
"1600000US3934384","Harveysburg village, Ohio","152","530",
"1600000US3934412","Haskins village, Ohio","208","1144",
"1600000US3934552","Haviland village, Ohio","42","123",
"1600000US3934594","Haydenville CDP, Ohio","106","234",
"1600000US3934636","Hayesville village, Ohio","114","352",
"1600000US3934748","Heath city, Ohio","27","10074",
"1600000US3934790","Hebron village, Ohio","327","2053",
"1600000US3934860","Helena village, Ohio","82","251",
"1600000US3934888","Hemlock village, Ohio","110","185",
"1600000US3935028","Hessville CDP, Ohio","46","79",
"1600000US3935098","Hicksville village, Ohio","318","3337",
"1600000US3935126","Hide-A-Way Hills CDP, Ohio","341","807",
"1600000US3935168","Higginsport village, Ohio","108","249",
"1600000US3935210","Highland village, Ohio","94","211",
"1600000US3935252","Highland Heights city, Ohio","30","8245",
"1600000US3935255","Highland Hills village, Ohio","922","1526",
"1600000US3935256","Highland Holiday CDP, Ohio","172","396",
"1600000US3935322","Highpoint CDP, Ohio","393","1737",
